Unnamed: 0,Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Qtd_Vendidos,Preço,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Marca_Cod,Material_Cod,Temporada_Cod,Qtd_Vendidos_Cod,Marca_Freq,Material_Freq
394,Kit Com 6 Conjuntos Roupas Juvenil Roupa Infantil Menina Top,4.4,20.0,16.0,"analê, hello moda",algodão,Meninas,primavera/verão,Material tecido muito fraco desfiou tudo lavou acabou.,"Comprei pra minha filha, como é muito magra ficou um pouco grande,mas é de excelente qualidade, recomendo.","Os conjuntinhos são de ótima qualidade para o dia a dia, minha afilhada amou todos. O acabamento é muito bom. Recomendo.",+100,197.21,0.777777777777778,0.002093433230498,0.180327868852459,0.3177415504246103,43,25,7,100.0,0.0004547521600727,0.176443838108231
395,Calça Jeans Feminina Super Lipo Sawary Roupas Femininas,4.6,227.0,6.0,sawary,jean,Feminino,outono/inverno,"Comprei 2 tamanhos, o 40 e o 42. Ficaram perfeitas em mim e na minha amiga. Calça linda, tecido grosso. Quero de outras cores tambem.","Calça muito boa. Fica bonita no corpo, da um contorno bonito, principalmente para quem nao tem cintura definida como eu. Eu sou reta na cintura, e sou gordinha uso 46, e com a calca fico bem acinturadinha e por causa da cinta da calça consigo usar blusa mais justa sem parecer o truque kkkkkk.
Nao vai se arrepender. Pode comprar. Bjs.","Peso atualmente 100 kg , comprei o número 48 e ficou perfeita. Vi alguns comentários falando que o tecido era fino ou a forma era pequena e gente serio, a calça é maravilhosa, o tecido de ótima qualidade , tamanho real. Comprem sem medo , eu com certeza irei comprar novamente.",+1000,169.86,0.8518518518518517,0.0249008373732922,0.0163934426229508,0.2711026226936325,692,74,3,1000.0,0.0068212824010914,0.0254661209640745
398,Kit 3 Conjunto Short + Top Nadador Roupas Femininas Academia,4.1,16.0,21.0,akorio,poliéster,Feminino,primavera/verão,"A forma é super pequena, eu uso 38 e o g ficou parecendo p. O tecido é bom, e o acabamento tbm. Problema só na forma mesmo.","Conjunto ótimo, minha filha tem 1,65l7 e 62 quilos, comprei gg, ficou ótimo. Super indico. Vou ficar cliente.",Muito bom amei.,+100,129.91,0.6666666666666666,0.00165271044513,0.2622950819672131,0.202977388220047,21,122,7,100.0,0.0045475216007276,0.1173260572987721
404,Kit 2 Conjuntos Calça Legging E Top Roupas Feminina Academia,4.3,211.0,26.0,não definido,suplex,Feminino,não definido,Eu super amei.,"Produtos de excelente qualidade, recomendo.
Já é a 2 vez que compro. E com certeza irei compre novamente.","Tecido bom, costura reforçada, muito confortável e não fica transparente… confesso que me surpreendeu. Podem comprar sem medo.
Visto 40/42, comprei o g e ficou perfeito.",+1000,99.92,0.7407407407407406,0.0231379462318201,0.3442622950819672,0.151836567647761,575,151,1,1000.0,0.0104592996816734,0.0104592996816734
406,Short Jeans Feminino Cintura Alta Levanta Bumbum Com Lycra,4.3,77.0,8.0,stillger,algodão,Sem gênero,primavera/verão,"Não encolhe nem desbota.
Perfeito.","Veio numeração errada,uma pequena e as outras grandes demais.",Top caiu mt bem cada detalhe.,+100,49.99,0.7407407407407406,0.008373732921992,0.0491803278688524,0.0666928140240783,736,25,7,100.0,0.0327421555252387,0.176443838108231
418,Calça Feminina Lycra Cintura Alta Empina Bumbum,4.6,105.0,10.0,thamuz,sarja,Feminino,primavera/verão,"Amei a calca ficou perfeita, tinha comprado o tamanho 44 mas ficou grande devolvi e pedir o número 42 ficou linda tecido ótimo não fica transparente.","Linda! medida perfeita, porém um pouco transparente.","Ótimo produto, bom caimento e tecido confortável. Recomendo.",+1000,74.49,0.8518518518518517,0.011458792419568,0.0819672131147541,0.108471743801371,760,138,7,1000.0,0.0009095043201455,0.0154615734424738
425,Kit 3 Bermuda Masculina Jeans Plus Size Lycra Elastano,4.9,19.0,30.0,galanteador,algodão,Masculino,primavera/verão,"Meu irmão amou recomendo, veio tudo certinho, super confortável.
Alt: 1,88.
Peso: 130kg.
Tamanho: 56.",Eu achei ótimo.,"Excelente, vou até comprar mais, show.",+100,283.73,0.9629629629629632,0.001983252534156,0.4098360655737705,0.4652808567238498,320,25,7,100.0,0.0027285129604365,0.176443838108231
429,5 Shorts Canelado Feminino Shortinho Soltinho Verão Atacado,4.2,23.0,10.0,gata rebelde,canelado,Feminino,primavera/verão,Ótimo cores lindas material muito bom.,Ótimo.,Produto atendeu cem por cento.,+100,77.17,0.7037037037037038,0.002423975319524,0.0819672131147541,0.1130418471402749,322,53,7,100.0,0.0068212824010914,0.0013642564802182
432,Kit 10 Cuecas Lupo Boxer Masculinas Atacado Box 523 Algodão,4.2,619.0,5.0,lupo,algodão 95%,Masculino,2021,"Horrível, não são originais, tecido áspero, tamanho não veste bem.","Produto de boa qualidade, compraria novamente. Satisfeita.",Excelente fica justinha no corpo bom material.,+1000,179.9,0.7037037037037038,0.0680916703393565,0.0,0.2882234575901231,463,27,0,1000.0,0.0422919508867667,0.003638017280582
434,Macacão Roupa De Apicultor Completa Proteção Contra Abelhas,4.3,178.0,24.0,celi,brim 100% algodão,Sem gênero,não definido,Muito bom o macacão. Consegui retirar as vespas sem problemas. Fica bem fechado. Nem foi necessário fechar botas e luvas com fita. É bem resistente e vai durar bastante tempo.,Ficou ótimo perfeito.,Beleza tudo ok muito boa.,+1000,203.88,0.7407407407407406,0.0195019832525341,0.3114754098360656,0.3291156508986733,177,46,1,1000.0,0.0077307867212369,0.0090950432014552
441,Kit 10 Cuecas Boxer Mash Algodão Cotton Box Original Oferta,4.6,1700.0,22.0,mash,algodão,Masculino,primavera/verão,"As cuecas são boas, porém meu marido usa g e pedir gg por causa dos outros comentários de compradores que falaram ser forma pequena. Então ficaram muito grandes!!! com certeza logo vão lacear por esse motivo. Tentar lavar a mão para evitar que fique caindo tão rápido. Recomendo a compra, porém podem pedir o tamanho correto que usam. Sem essa presepada de pedir tamanho maior. Sobre qualidade somente depois de lavar para saber ao certo!!! na próxima, pedirei o número que ele realmente usa.","E o tamanho certo, mas em baixo dela, fica muito curto, apertado demais. Aperta todos os ovos, na moral me arrependo de ter comprado. Nesse valor ainda, melhor ter comprado da lupo.","Produto não parece.
Original e veio 2 modelos completamente distintos. Costuras grosseiras, elastico parece esgarçado e com rebarbas.",+10mil,229.39,0.8518518518518517,0.1871970030850595,0.2786885245901639,0.3726168957402544,494,25,7,10000.0,0.0109140518417462,0.176443838108231
443,"Bermuda Térmica Masculina Esportiva Corrida, Academia Treino",4.8,1003.0,26.0,keeper,microfibra,Masculino,primavera/verão,"Uso 44 o que teoricamente seria tamanho m pela tabela da fabricante, mas comprei a g por precaução e dei sorte pq se tivesse comprado m não teria servido, a g já ficou em cima da risca.","Meu esposo usa 44 e pegamos g pq vimos nos comentários que a forma é pequena.
E é realmente! quem veste m, melhor pegar g!.
O material é simplesmente maravilhoso!!!!!.
Vale muito a pena a compra. Iremos pegar outras!!!!.","Tenho 1,84 de altura e 68 kg, peguei o tamanho m e ficou um pouco pequeno, devia ter pego o g, mas o produto estica e é bem maleável, fica bem justo e proteje bem do frio.
Exelente produto, recomendo.",+10mil,49.89,0.925925925925926,0.1104010577346849,0.3442622950819672,0.0665222877800893,406,101,7,10000.0,0.0086402910413824,0.0300136425648021
456,Calça Levi's 501 Original Masculina 100% Algodão Importada,4.4,28.0,5.0,levi's,algodão,Masculino,primavera/verão,"É um jeans raiz, isto é, sem elastano, sem fibra sintética, só algodão grosso. É um pouco justa nas coxas e considero a numeração um número menor que o indicado. Por saber disto, comprei um número maior que o que eu uso. Eu recomendo.",Quem conhece confia. Levis é marca de qualidade. Tem que ficar atendo só pra ver se é original mesmo.,Calça 100 % original. Podem comprar tranquilos é coisa top !.,+100,315.1,0.777777777777778,0.002974878801234,0.0,0.5187749394631835,436,25,7,100.0,0.0090950432014552,0.176443838108231
459,Kit 4 Bermuda Dry Fit Masculina Poliéster Plus Size,4.8,14.0,10.0,daze modas,poliéster,Masculino,primavera/verão,Um pouco comprida.,Perfeito.,"Gostei das bermudas, bem confortável, comprimento perfeito ,um pouco tranparente. Mais é boa e bonita.",+100,159.91,0.925925925925926,0.001432349052446,0.0819672131147541,0.254135261416732,216,122,7,100.0,0.0040927694406548,0.1173260572987721
460,Conjunto Térmico Infantil Criança Forro Fleece Segunda Pele,4.9,23.0,5.0,roupa zero grau,poliéster,Sem gênero infantil,outono/inverno,"Adorei, comprei para meu filho de 3 anos, ficou um pouco folgadinho, porém eu qria q ficasse mesmo. É otimo pra usar em baixo do uniforme no frio. Meu filho tem 3 anos, mas usa roupas 4, é magro pesa 15 quilos, tem quase um metro de altura. Se pesar até uns 20 o 4 dá de boa.",Gostei bastante do material.,Muito bom meu filho usa bastante bia qualidade.,+100,78.03,0.9629629629629632,0.002423975319524,0.0,0.1145083728385798,669,122,3,100.0,0.0022737608003638,0.1173260572987721
463,Short Essential 9 Masculino Olympikus Novo,4.3,16.0,22.0,olympikus,poliéster,Masculino,primavera/verão,G e muito grande.,Lindo o short.,"Tecido muito frágil, não condiz com o valor que é ofertado… material de qualidade abaixo do padrão.",+50,119.47,0.7407407407407406,0.00165271044513,0.2786885245901639,0.1851744483476007,579,122,7,50.0,0.0022737608003638,0.1173260572987721
474,Bermuda Jeans Stretch Lycra Masculina Plus Size 58 Ao 62,4.5,10.0,7.0,exposição paulista,algodão,Masculino,primavera/verão,"Não comprei errado,mas cuidado devesse comprar dois números maior,a confecção e pequena.
Gostaria de mais opções.",Mercadoria excelente.,Ótimo produto.,+100,78.46,0.8148148148148148,0.000991626267078,0.0327868852459016,0.1152416356877323,280,25,7,100.0,0.0013642564802182,0.176443838108231
485,Faixa Peitoral Ginecomastia Pós Cirurgico Masculino Conforto,4.3,8.0,18.0,men'spa,"82% poliéster, 18% elastodieno",Masculino,não definido,"Diminuiu visivelmente o tamanho do peito, não marca nas camisetas o que é excelente, chega de constrangimentos por conta da ginecomastia, só tenho a agradecer pelo produto, eu recomendo, curtam meu comentário caso tenha ajudado em suas dúvidas.",Perfeito.,"Adorei ficou perfeito, do jeitinho que eu imaginava, amei.",+50,119.31,0.7407407407407406,0.000771264874394,0.2131147540983606,0.1849016063572184,507,10,1,50.0,0.001819008640291,0.001819008640291
487,Macacão Apicultor Roupa Proteção Abelha Com Máscara + Brinde,4.1,331.0,10.0,celi,algodão,Sem gênero,não definido,Bom produto so uma resalva quando alguem for fazer o pedido pede um numero maior do que vc costuma usar exp. Se vc usa roupas g pede o macacao gg ou xg pra ficar com folga. No restante tudo certo.,Eu achei muito fino o tecido poderia ser mais grosso fui tirar uma abelha levei algumas ferruado.,Otimo.,+1000,166.21,0.6666666666666666,0.0363596297928602,0.0819672131147541,0.2648784147880358,177,25,1,1000.0,0.0077307867212369,0.176443838108231
488,Kit 10 Cuecas Boxer Lupo Cueca Box Algodão Masculina Atacado,4.5,3034.0,18.0,lupo,algodão,Masculino,outono/inverno,"As cuecas são boas; porém você percebe na costura que não são originais! já experimentei duas brancas, e o mesmo acontece com as duas, quando eu subo a cueca, ela dá um estralinho como se tivesse rasgado e quando olhei, soltou um pouco da costura de lado! tem que vestir com muito cuidado! fora isso, é uma replica muito bem feita da original! aaah. Não gostei muito do elastico de cima! é muito curtinho, queria q fosse maior. Mas resumindo: cueca bem confortavel, nao dobra e nem sobe.","Pelo preço promocional, com ctz tem algum defeito de fabricação. Pq não é normal furar a cueca na imenda na primeira vez que vc usa. Infelizmente isso aconteceu comigo e não foi só com uma cueca e sim com 3 unidades. Agora eu não sei o que é pior, perder 16 reais do valor da cueca usando ela apenas algumas horas ou ficar com a cueca furada no trabalho.","Serviram muito bem, porém é nítido que o pano não é algodão, e posso confirmar a diferença pois possuo o mesmo modelo de cuecas lupo que comprei em outra ocasião e comparando ambos os panos e costuras essa diferença fica notável.
Pelo custo beneficio e mesmo sendo um material diferente, aparenta valer a pena, porém, só o tempo (e algumas lavagens rs) irá dizer se é de qualidade.",+10mil,232.89,0.8148148148148148,0.3341780520052886,0.2131147540983606,0.3785853142798676,463,25,3,10000.0,0.0422919508867667,0.176443838108231
496,Kit Com 10 Cuecas Boxer Algodão Sem Costura Zorba 781,4.7,5682.0,20.0,zorba,algodão,Masculino,não definido,"O tecido é bom e são confortáveis. Só que a numeração não é precisa, visto 40 então tentei comprar a p conforme especificado no guia de tamanho. Porém, para minha sorte não tinha mais p disponível e eu comprei m. O resultado é que caiu perfeitamente. Então uma dica é comprar um tamanho maior. Antes deixar o bicho solto do quê sem ar.","Vendo comentários de outros consumidores vejo que quanto ao tamanho realmente há problemas; tenho 1. 85 e peso 88 kg, pedi o tamanho maior disponível, gg, e ficou um pouco apertado mesmo assim. Já comprei em lojas exatamente a mesma medida e dá pra notar a diferença. Mas no geral o produto é bom, só atentem para o tamanho.","Produto não é nem de longe original, tecido grosso e com pouco elastano.",+50mil,199.9,0.888888888888889,0.625936535918907,0.2459016393442623,0.3223287063879131,838,25,1,50000.0,0.0090950432014552,0.176443838108231
514,Kit 2 Calça Jeans Lycra Masculina Tamanho Especial Plus Size,4.1,11.0,24.0,galanteador,algodão,Masculino,primavera/verão,Bom.,"Poxa o tamanho ficou perfeito, só a cor que eu escolhi jeans clara veio jeans normal.",Gostei tamanho bom confortável vo compra mas.,+50,259.52,0.6666666666666666,0.00110180696342,0.3114754098360656,0.423996453054125,320,25,7,50.0,0.0027285129604365,0.176443838108231
536,Roupa Térmica Frio Forro Peluciado Blusa+calça+luva+meia,4.1,28.0,16.0,roupa zero grau,poliester fleece,Feminino,outono/inverno,"Blusa enorme. Deve ser masculina. Não tem como usar embaixo de outra pois é grande demais. As luvas, um horror: meu filho tem 8 anos, a luva é pequena demais, serve numa criança de 2 anos. A minha luva veio sem os dedos. Inviável usar no frio aqui do sul.
Vontade de devolver e pedir estorno.","A calça em si é muito bonita, veste muito bem, porém não é grossa e não é impermeável. Fiz um teste com água e molhou um pouco.","Gostei muito, só achei a luva pequena demais.",+100,149.91,0.6666666666666666,0.002974878801234,0.180327868852459,0.237082637017837,669,118,3,100.0,0.0022737608003638,0.0004547521600727
540,Macacão Apicultor Roupa Proteção Abelha Com Máscara + Brinde,4.1,331.0,10.0,celi,algodão,Sem gênero,não definido,Bom produto so uma resalva quando alguem for fazer o pedido pede um numero maior do que vc costuma usar exp. Se vc usa roupas g pede o macacao gg ou xg pra ficar com folga. No restante tudo certo.,Eu achei muito fino o tecido poderia ser mais grosso fui tirar uma abelha levei algumas ferruado.,Otimo.,+1000,166.21,0.6666666666666666,0.0363596297928602,0.0819672131147541,0.2648784147880358,177,25,1,1000.0,0.0077307867212369,0.176443838108231
550,Kit 2 Cuecas Boxer Lupo Basic Microfibra Sem Costura Box,4.8,1429.0,30.0,lupo,microfibra,Masculino,primavera/verão,Excelente produto e muito durável. Não sei como vai ser pq este produto dura muito. Comprei novo conjunto depois de quase 3 anos. Então se você quiser esquecer de comprar cueca pelo menos por 3 anos este é o produto ideal.,"Já conhecia esse produto de alta qualidade e preço baixo, tenho uma cueca dessa a 5 anos e ainda vai servir por mais tempo kkk, as cuecas de poliamida da lupo são excelentes, já as de algodão não duram um mês, não comprem as de algodão, comprem essa de poliamida são muito boas e bem duráveis m.","Produto original, estava com medo de comprar e não ser igual ao original porém me surpreendeu a qualidade do produto em breve vou comprar mais cuecas!.",+10mil,69.99,0.925925925925926,0.1573380343763772,0.4098360655737705,0.1007980628218682,463,101,7,10000.0,0.0422919508867667,0.0300136425648021
551,Kit 3 Calça Jeans Feminina Levanta Bumbum Cintura Alta,4.3,312.0,5.0,stillger,algodão,Feminino,outono/inverno,"Maravilhoso, super recomendo, ficou perfeita 👏👏👏.",Pedi um produto veio outro sem falar no tamanho.,"Do kit, uma calça ficou perfeita, uma ficou boa e a outra não serviu, ficou pequena, pedi a loja para trocar somente a que não serviu, pois como eu só experimentei uma achei que daria certo as outras e já usei, quando fui usar a terceira, não serviu. A resposta da loja foi que só troca o kit inteiro. Mas como vou trocar um kit de calças 38 por outro kit de calça 38 se apenas 1 veio no tamanho errado?.",+1000,174.24,0.7407407407407406,0.0342661965623622,0.0,0.2785716721803485,736,25,3,1000.0,0.0327421555252387,0.176443838108231
560,Short Jeans Feminino Com Elastano Barra Dobrada Cintura Alta,4.7,27.0,11.0,menina linda,jean,Feminino,primavera/verão,"E lindoooo igual na foto, acabamento e caimento perfeitos! pena que pedi um número maior, uso 38 e pedi 40, ficou enorme, talvez até o 36 serviria, pois, possui bastante elastano, vou pedir outro menor! tenho 1, 64m e 60kg.",Showperfeito!.,Perfeito☺️☺️☺️.,+100,49.49,0.888888888888889,0.002864698104892,0.0983606557377049,0.0658401828041335,509,74,7,100.0,0.0100045475216007,0.0254661209640745
567,Kit 4 Conjuntos Fitness Top E Short Roupas Feminina Academia,4.3,18.0,28.0,não definido,poliéster,Feminino,não definido,"O produto atende as expectativas pelo valor pago, o preto e o cinza tem melhor qualidade e caimento no corpo, dá próxima vez pedirei só essas cores, comprarei novamente.",Achei muito legal eu recomendo 🙏👍.,Eu achei ótimo vou compra mas se estiver com leg.,+100,176.36,0.7407407407407406,0.001873071837814,0.3770491803278688,0.2821868285529143,575,122,1,100.0,0.0104592996816734,0.1173260572987721
569,Kit Atacado 3 Calça Jeans Masculina Tradicional  (sortidas),4.6,1872.0,8.0,moralice,jean,Masculino,primavera/verão,Excelente produto ficou perfeita não precisou nem fazer banhia uma das coisas que me irrita nas calças que comprava na loja era os bolsos muito pequeno o celular ficava metade para fora já está vem com bolsos grandes perfeito outra coisa que gostei é que o tecido tem um pouco de elasticidade tornando a calda bem confortável para mim que ando de moto ficou perfeita recomendo futuramente comprarei mais 3 para meu sobrinho que já ficou de olho nas minhas kkk.,"Para o dia no trabalho, recomendo. Porém faço uma observação: mesmo sendo todas mesmo número, existe uma diferença na cintura, a que tem a mancha ficou bem justa, a clara um pouco mais folgada, e a escura em relação a mancha tem 2 cm diferença. Resolvam está situação nas próximas. Vai dar pra usar, mas se encolher na lavagem, uma ficará apertada demais.","Produto bom , medidas bem tradicional mesmo. Sem essa de apertar as pernas ,a bunda e as demais partes do homem ,a medida ficou ótima mas acredito que homens que usem acima de 44 precisa pedir um número a mais um detalhe que não gostei foram os bolsos rasos. No mais custo benefício ótimo ,jeans bom , lavagem boa , modelagem cumpre o que prometeu.",+10mil,189.88,0.8518518518518517,0.2061480828558836,0.0491803278688524,0.3052419767402203,536,74,7,10000.0,0.0009095043201455,0.0254661209640745
584,Calça Menino Menina Infantil Moletom Flanelado 1 Ao 8,3.8,17.0,40.0,colbacho,moletom,Meninos,outono/inverno,"Tamanho eh bem pequeno, tecido eh fino.","O produto é bom, coube certinho nos meus filhos, os tamanhos corresponderam corretamente. Encolheu um pouco depois que lavei e está ficando com aspecto ""surrado"" com o uso. Eu pedi azul royal, e veio para mim um cor mais para azul turquesa. Pretendo comprar no futuro, quando precisar, mas não criando expectativas sobre a cor ser exatamente o que busco. Recomendo sim. São boas peças.",Sensacional tecido resistente serviu certinho lavei não encolheu não desbotou.,+100,37.66,0.5555555555555555,0.001762891141472,0.5737704918032788,0.0456669281402407,192,107,3,100.0,0.0054570259208731,0.0027285129604365
593,Kit 3 Short Jeans Feminino Cintura Alta Barato Atacado,4.4,507.0,9.0,menina linda,jean,Feminino,primavera/verão,"Estou encantada com essas peças!.
Os shorts são lindos e super confortáveis, comprem sem medo!.","Recomendo, tecido confortável, igual a foto.","Gostei muito dos shorts, material bom, para usar no dia a dia está ótimo.",+1000,129.2,0.777777777777778,0.0557514323490524,0.0655737704918032,0.2017666518877255,509,74,7,1000.0,0.0100045475216007,0.0254661209640745
597,Kit 02 Calças Jeans Feminina Skinny Cintura Alta Modeladora,4.4,30.0,8.0,stillger jeans,algodão,Feminino,outono/inverno,Eu amei as calças tdo perfeito.,"Pedi 40 e achei que elas seriam o msm formato, mas não é, a calça clara é um 38 no máximo e a mais escura é sim 40, dei a calça clara mas vou ficar com a escura.",Gostei. Só a costura de uma é torta na perna mas usei igual. Tamanho conforme as medidas.,+100,139.61,0.777777777777778,0.003195240193918,0.0491803278688524,0.2195184338869752,738,25,3,100.0,0.0154615734424738,0.176443838108231
604,Kit 3 Calça Jeans Feminina Levanta Bumbum Cintura Alta,4.3,312.0,5.0,stillger,algodão,Feminino,outono/inverno,"Maravilhoso, super recomendo, ficou perfeita 👏👏👏.",Pedi um produto veio outro sem falar no tamanho.,"Do kit, uma calça ficou perfeita, uma ficou boa e a outra não serviu, ficou pequena, pedi a loja para trocar somente a que não serviu, pois como eu só experimentei uma achei que daria certo as outras e já usei, quando fui usar a terceira, não serviu. A resposta da loja foi que só troca o kit inteiro. Mas como vou trocar um kit de calças 38 por outro kit de calça 38 se apenas 1 veio no tamanho errado?.",+1000,174.24,0.7407407407407406,0.0342661965623622,0.0,0.2785716721803485,736,25,3,1000.0,0.0327421555252387,0.176443838108231
630,Kit 4 Camisa Plus Size Blusa Academia Ginástica Dryfit,4.6,56.0,23.0,camiseta uv masculina camisa,sun protective uv poliéster (100%),Masculino,não definido,Excelente produto.,Veste bem. Pelo preço a qualidade é bem boa.,Ótima qualidade.,+100,145.41,0.8518518518518517,0.00605993829881,0.2950819672131147,0.2294089560383343,168,150,1,100.0,0.0013642564802182,0.0004547521600727
644,Bermuda Juvenil Jeans Masculino Roupa Short Menino,4.9,14.0,11.0,nacional,jeans,Meninos,primavera/verão,"Muito linda!!!.
Meu filho amou!!.","Produto de qualidade, gostei muito bem acabado melhor de que esperava recomendo.","Gostei muito, e compraria novamente.",+100,52.16,0.9629629629629632,0.001432349052446,0.0983606557377049,0.0703932335186385,557,75,7,100.0,0.003638017280582,0.0300136425648021
648,Kit 3 Short Jeans Feminino Cintura Alta Barato Atacado,4.4,507.0,9.0,menina linda,jean,Feminino,primavera/verão,"Estou encantada com essas peças!.
Os shorts são lindos e super confortáveis, comprem sem medo!.","Recomendo, tecido confortável, igual a foto.","Gostei muito dos shorts, material bom, para usar no dia a dia está ótimo.",+1000,129.2,0.777777777777778,0.0557514323490524,0.0655737704918032,0.2017666518877255,509,74,7,1000.0,0.0100045475216007,0.0254661209640745
649,Kit 2 Calças Jeans Masculina Com Lycra.,4.6,2146.0,5.0,almix,jean,Masculino,primavera/verão,"Obs: eu não suporto calças apertadas , e nem muito largas.
Numeração ( 42 ). Ficou ótima em mim.
Tenho 1. 80 de altura e uns 75kg.
Na cintura e nas coxas, ficou muito boa , ou seja.
- não ficou apertado e nem muito largo. ( ficou legal ).
Do joelho para baixo , ficaram retas ou seja, não tem modelagem , más, tbem não ficou feio , pois não ficou larga.
- elas ficam alinhado com o corpo , porém, não apertado.
Então ela é uma boa escolha para compra.
Porém , só um alerta !.
* ela é fina , tecido leve.
* comprimento é super grande.
Resumindo.
De 1 á 10 , ela valeu uns ( 8 ).","Gostei, as calças vestem bem, são confortáveis e o tecido tem qualidade. Por ter gostado resolvi comprar outro kit com três calças. Nesse kit tenho um reparo a fazer: a numeração que pedi foi 40 e a calça azul clara, apesar de ter na etiqueta a numeração 40, tinha o tamanho correspondente a 42 ou 44. Ficará grande e terei que mandar ajustar. O controle de qualidade poderia ser melhor efetuado nesses casos. No mais nada a reclamar.","Recomendo ótimo jeans tenho 1. 80 altura e 97 kg a número 48 ficou ótimo se eu quiser vou fazer é só o abanhado mas não fiz dobrei por dentro nem se percebe , não ficou colada no corpo que pra mim é ótimo.
Comprarei novamente em breve.
Que deus abençoe a todos.",+10mil,134.3,0.8518518518518517,0.2363375936535919,0.0,0.210463490331162,26,74,7,10000.0,0.0054570259208731,0.0254661209640745
669,2 Conjuntos Ciclista Liso + Top Roupas Femininas Academia,4.7,12.0,13.0,akorio,poliéster,Feminino,primavera/verão,"Gostei muito, estampas animadas que fazem toda a diferença para um treino.",Muito confortável !.,"Gostei do material, tamanho e o corte.",+100,78.72,0.888888888888889,0.001211987659762,0.1311475409836065,0.1156850039221036,21,122,7,100.0,0.0045475216007276,0.1173260572987721
674,5 Shorts De Dormir Algodão Masculino Com Estampas Discreta,4.0,10.0,5.0,brotta,algodão,Masculino,não definido,"Produdo e razoavel,pelo preço esta bom e cofortavel.","O produto anunciado como de algodão 100% mas descobri após a empregada ter lavado, que não é.",Acabamento deixa desejar.,+25,129.4,0.6296296296296297,0.000991626267078,0.0,0.2021077043757034,149,25,1,25.0,0.0004547521600727,0.176443838108231
682,Kit 3 Calças Jogger Moda Juvenil Oferta Roupa Mocinhas Luxo,4.4,65.0,5.0,ak fashion kids,bengaline,Meninas,primavera/verão,Muito bonito e tamanho ficou bom 👍 minha filha amou.,"As calças são lindas e confortáveis. Ainda não lavei, mas amei. Vieram muito bem embaladas e cheirosas. Só tomem cuidado com o tamanho, elas são pequenas. Minha filha veste normalmente 12, e a calça 14 ficou certinha. Segui as medidas da descrição.",Amei 💗. Super recomendo.,+100,164.65,0.777777777777778,0.007051564565888,0.0,0.2622182053818082,19,41,7,100.0,0.0027285129604365,0.003638017280582
693,Bermuda Térmica Anti Assadura Feminina Shorts Esporte Novo,4.9,14.0,21.0,keeper,microfibra,Feminino,primavera/verão,Qualidade muito boa.,Tecido muito bom e de qualidade excelente.,Recomendo.,+100,42.9,0.9629629629629632,0.001432349052446,0.2622950819672131,0.0546025033252617,406,101,7,100.0,0.0086402910413824,0.0300136425648021
700,Shorts Masculino Essentials Logo adidas,4.8,32.0,30.0,adidas,poliéster,Masculino,não definido,"Ele é perfeito.
Sou personal e ele tá me ajudando muito qdo meu uniforme não está limpo.",Muito bom 👏🏽.,Ele e top so qui eu comprei p e ficou muito pequeno 😥😥.,+100,199.99,0.925925925925926,0.003415601586602,0.4098360655737705,0.3224821800075031,13,122,1,100.0,0.0109140518417462,0.1173260572987721
703,Kit 4 Cuecas Boxer Lupo Em Algodão Masculina Cotton Original,4.6,2384.0,22.0,lupo,algodão,Masculino,primavera/verão,"Muito bom , eu sempre gostei de usar cueca com folga mas resolvi seguir as orientações das medidas na tabela e ficou ótimo. Peguei a m (normalmente pego um tamanho acima) mas ficou muito bom, perfeito. Se tivesse arriscado no tamanho g teria ficado muito largo. Tenho 1. 75 altura e 76kg.",As cuecas são de péssima qualidade as mais falsas que existe. Eu uso cuecas lupo há muito tempo não gostei porque é anunciado como original. Estou só o ódio.,"Eu tenho 1,80 e peso 80 kg, a g ficou perfeita.",+10mil,89.9,0.8518518518518517,0.2625605993829881,0.2786885245901639,0.1347498380000682,463,25,7,10000.0,0.0422919508867667,0.176443838108231
712,Short Jeans Feminino Cintura Alta Com Lycra Barra Desfiada,4.4,239.0,6.0,stillger,algodão,Feminino,primavera/verão,"O short é bom, so que seu tamanho é diferente só que promete.",Perfeito!.,Veste surpe bem.,+1000,44.29,0.777777777777778,0.0262230057293962,0.0163934426229508,0.0569728181167081,736,25,7,1000.0,0.0327421555252387,0.176443838108231
